StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,259 - personal_1,259 - personal_2,259 - personal_3,259 - user query,259 - rating_12,259 - rating_13,259 - rating_14,259 - rating_15,259 - rating_16,259 - rating_17,266 - personal_1,266 - personal_2,266 - personal_3,266 - user query,266 - rating_1,266 - rating_2,266 - rating_3,266 - rating_4,266 - rating_5,266 - rating_12,223 - personal_1,223 - personal_2,223 - personal_3,223 - user query,223 - rating_12,223 - rating_13,223 - rating_14,223 - rating_15,223 - rating_16,223 - rating_17,286 - personal_1,286 - personal_2,286 - personal_3,286 - user query,286 - rating_1,286 - rating_2,286 - rating_3,286 - rating_4,286 - rating_5,286 - rating_12,Random ID,mistakes
2022-02-14 03:50:37,2022-02-14 03:53:57,0,99.12.77.50,100,200,1,2022-02-14 03:53:57,R_vjAhJ1hWQ40MFUZ,,,,,34.84930419921875,-82.4040985107421875,anonymous,EN,1,,0,0,,3,4,5,how remove carpenter bees from house,5,5,4,2,4,1,4,4,5,heart attack symptoms men vs women,3,3,3,3,4,1,4,3,5,USDA food pyramid description,5,4,5,4,4,1,4,4,5,schizophrenia treatment drugs,5,5,4,5,5,1,332896564784,0
2022-02-14 04:58:59,2022-02-14 04:59:22,0,73.217.120.74,8,22,0,2022-02-14 05:59:10,R_BCYnI7Xg9Oktvj3,,,,,,,anonymous,EN,1,,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770295606134,0
2022-02-14 07:00:12,2022-02-14 07:06:05,0,109.81.209.92,100,353,1,2022-02-14 07:06:05,R_8oZA1EODGp6WHXb,,,,,49.8491058349609375,18.2696075439453125,anonymous,EN,0.89999997615814208984375,,0,0,,2,4,4,how to get rid of carpenter bees in my house,5,5,2,1,4,1,3,5,5,heart attack symptoms differences male vs female,1,1,4,4,5,1,3,5,5,USDA healthy food recommendation pyramid,5,1,5,4,4,1,3,5,5,what drugs are used to treat schizophrenia,5,4,1,5,5,1,102278297045,0
2022-02-14 10:40:18,2022-02-14 10:47:22,0,72.79.120.187,100,423,1,2022-02-14 10:47:23,R_12m8C6bABvCHkE5,,,,,40.76409912109375,-74.16539764404296875,anonymous,EN,0.800000011920928955078125,,0,0,,1,1,5,how to get rid of carpenter bees,5,5,2,3,3,1,5,5,5,heart attack symptoms,4,1,1,2,5,1,5,3,5,USDA food pyramid guidelines,5,4,5,5,4,1,5,1,4,list of medicines that are used in each stage of schizophrenia.,5,4,1,5,5,1,283533263416,4
2022-02-14 11:18:10,2022-02-14 11:21:42,0,65.25.90.80,100,212,1,2022-02-14 11:21:43,R_2rUwOnajKqB1GJO,,,,,41.3721923828125,-82.10870361328125,anonymous,EN,1,,0,0,,4,3,4,Carpenter bee removal,5,5,4,3,3,1,4,4,4,What are the symptoms of a heart attack,3,4,2,3,5,1,4,3,5,"USDA food pyramid ",5,4,5,5,4,1,4,5,4,"Drugs that treat schizophrenia ",5,5,3,5,5,1,756140713463,0
2022-02-14 11:19:01,2022-02-14 11:22:17,0,99.2.65.40,100,196,1,2022-02-14 11:22:17,R_1ffvsvnZXGhJwIp,,,,,30.2754974365234375,-81.5814971923828125,anonymous,EN,1,,0,0,,2,3,4,Carpenter bee eradication from home.,5,5,5,3,5,1,4,3,4,Symptoms of heart attack in both male and females.,5,4,5,5,5,1,4,3,4,Food pyramid chart.,5,5,5,4,5,1,3,3,4,Drugs used to treat schizophrenia?,5,5,4,5,5,1,869416842702,0
2022-02-14 11:18:12,2022-02-14 11:22:34,0,71.71.214.155,100,262,1,2022-02-14 11:22:35,R_2U96C3yHR3lCuW6,,,,,35.2227020263671875,-80.79380035400390625,anonymous,EN,1,,0,0,,1,1,4,How to get rid of an infestation of carpenter in my house?,5,5,4,2,3,1,4,3,4,What are the symptoms of a heart attack for men and women?,3,1,1,3,5,1,4,4,4,What does the USDA food pyramid look like?,5,2,5,3,3,1,3,2,3,"Which drugs are used to treat different stages of schizophrenia? ",4,4,3,5,4,1,266367976902,0
2022-02-14 11:20:05,2022-02-14 11:22:40,0,71.199.248.207,100,155,1,2022-02-14 11:22:40,R_WBcRrMd4jpG5wwp,,,,,30.3668060302734375,-81.58730316162109375,anonymous,EN,0.89999997615814208984375,,0,0,,1,1,1,how to remove carpenter bees,5,5,4,3,4,1,4,4,4,symptoms of heart attack,3,2,2,3,5,1,4,4,4,What is the food pyramid?,5,5,5,3,5,1,2,2,2,What medications treat schizophrenia?,5,5,3,5,5,1,779688447504,0
2022-02-14 11:18:14,2022-02-14 11:23:20,0,173.59.41.233,100,305,1,2022-02-14 11:23:20,R_1dbIo0giFjOqp6i,,,,,39.92059326171875,-75.1826019287109375,anonymous,EN,1,,0,0,,1,4,4,carpenter bee removal DIY,5,5,3,1,3,1,4,4,5,early warning symptoms of heart attacks,1,1,5,3,5,1,5,5,5,US RDA macronutrients and anti-inflammatory foods,4,3,4,4,5,1,4,4,5,schizophrenia drugs and stages,4,4,1,5,4,1,178751845401,0
2022-02-14 11:18:32,2022-02-14 11:24:11,0,173.47.178.180,100,339,1,2022-02-14 11:24:12,R_2ffaqOmNqtaP1tZ,,,,,35.027496337890625,-99.08489990234375,anonymous,EN,0.89999997615814208984375,,0,20,,5,4,5,How do you remove carpenter ants.,5,5,4,4,2,2,5,4,5,What are the symptoms of a heart attack?,4,5,4,4,4,4,5,5,4,Search for the USDA food pyramid please,5,2,5,3,4,1,5,5,4,What are the symptoms showing you have schizophrenia?,5,4,2,4,5,2,810555105586,3
2022-02-14 11:20:10,2022-02-14 11:24:12,0,73.63.7.110,100,242,1,2022-02-14 11:24:13,R_XSdXgGWBCMHpHk5,,,,,40.75,-111.9208984375,anonymous,EN,0.89999997615814208984375,,0,5,,4,4,5,carpenter bees in my house,5,4,4,1,3,1,4,2,5,heart attack symptoms men and women,3,1,2,3,5,1,4,2,5,food pyramid diagram,5,4,5,2,4,1,1,4,5,Drugs used to treat schizophrenia,5,4,3,4,5,1,506106997071,0
2022-02-14 11:19:04,2022-02-14 11:24:12,0,173.80.212.22,100,308,1,2022-02-14 11:24:13,R_2t3uKqmm2bkchPO,,,,,37.847900390625,-81.99610137939453125,anonymous,EN,0.89999997615814208984375,,0,0,,1,3,3,"google how to safetly remove carpenter bees, what kind of damage can carpenter bees do to a home",5,5,5,5,4,1,4,4,4," i would google what are the early symptoms of a heart attack in a man and woman ",5,4,3,5,5,1,4,4,4,i would search google for information on the food pyramid and food guides,5,5,5,5,5,1,1,4,3,"i would go to google and type in schizophrenia treatments or search on webmd ",4,5,3,5,4,1,812543345824,0
2022-02-14 11:20:29,2022-02-14 11:24:44,0,216.218.112.43,100,254,1,2022-02-14 11:24:44,R_3nPmfkrq3V4jlP3,,,,,45.5496063232421875,-122.8292999267578125,anonymous,EN,1,,0,0,,1,1,4,how to remove carpenter bees,5,5,4,1,2,1,1,3,4,symptoms of heart attack for women and men,3,1,2,3,5,1,1,1,4,USDA food pyramid,5,4,5,3,4,1,1,1,4,drugs used for stages of mental illness,5,4,2,5,5,1,181142545025,0
2022-02-14 11:20:09,2022-02-14 11:24:46,0,68.11.25.137,100,277,1,2022-02-14 11:24:47,R_3MhyK90o7XuJpUk,,,,,29.93170166015625,-90.10260009765625,anonymous,EN,1,,0,0,,1,3,4,removal of carpenter bee infestation from a house,5,4,4,2,5,1,4,4,5,symptoms of heart attack in men and women,4,2,3,2,5,1,4,4,5,description of USDA food pyramid,5,5,5,4,4,1,5,4,5,medications for schizophrenia,5,5,2,5,5,1,698125761258,0
2022-02-14 11:19:17,2022-02-14 11:24:54,0,73.134.250.141,100,336,1,2022-02-14 11:24:54,R_1E0WHQzifaCP0Ux,,,,,39.3361053466796875,-76.53890228271484375,anonymous,EN,1,,0,0,,2,4,4,how to remove carpenter bees,5,5,4,2,3,1,2,5,4,symptom for heart attack in both men and women,3,3,4,3,5,1,2,5,4,USDA health pyramid,5,4,5,3,5,1,1,4,4,what drugs are used for schizophrenia,4,4,2,5,5,1,775480585638,0
2022-02-14 11:21:03,2022-02-14 11:25:24,0,99.106.151.19,100,260,1,2022-02-14 11:25:24,R_Y0o7jb1wXfr2Khr,,,,,36.07110595703125,-86.71959686279296875,anonymous,EN,1,,0,0,,3,3,3,How to kill carpenter bees.,5,5,4,4,1,1,4,4,4,Early signs of a heart attack.,4,3,2,3,5,1,4,4,5,USDA food pyramid.,5,5,5,4,5,1,3,3,5,Drugs used to treat mental illnesses.,5,5,3,5,5,1,613004226423,0
2022-02-14 11:18:54,2022-02-14 11:25:34,0,98.223.1.30,100,399,1,2022-02-14 11:25:34,R_1dHojVVGQf3jshD,,,,,42.0048065185546875,-87.99539947509765625,anonymous,EN,1,,0,0,,1,2,4,carpenter bees infestation prroblem,5,5,3,2,4,1,1,2,5,heart attack symptoms,3,1,4,4,5,1,2,2,3,food pyramid and healthy diet,5,4,4,4,5,1,1,4,4,"Stages of schizophrenia and drugs used. ",4,4,4,5,5,1,858051583194,0
2022-02-14 11:20:17,2022-02-14 11:25:40,0,76.216.170.247,100,322,1,2022-02-14 11:25:40,R_3h6E3ILIOZMW9U4,,,,,33.19549560546875,-117.28620147705078125,anonymous,EN,1,,0,0,,2,4,4,"how to remove beehives inside the house ",5,5,5,3,2,1,5,5,5,heart attack signs and symptoms,4,2,5,3,5,1,4,5,5,USDA food pyramid,5,5,5,5,5,1,4,5,4,what are the effective medicine for mental illness?,5,5,4,5,5,1,610691223060,0
2022-02-14 11:19:02,2022-02-14 11:25:45,0,71.229.95.60,100,403,1,2022-02-14 11:25:45,R_0lzWTx6HEISditH,,,,,31.8480072021484375,-81.60199737548828125,anonymous,EN,1,,0,0,,4,5,5,"bees in house siding ",5,5,5,5,5,1,5,5,5,"symptoms of heart attack men women ",4,4,4,4,5,1,5,5,5,"USDA food pyramid ",5,3,5,5,5,1,5,5,5,schizophrenia meds,5,5,4,5,5,1,649698663782,0
