StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,213 - personal_1,213 - personal_2,213 - personal_3,213 - user query,213 - rating_12,213 - rating_13,213 - rating_14,213 - rating_15,213 - rating_16,213 - rating_17,253 - personal_1,253 - personal_2,253 - personal_3,253 - user query,253 - rating_1,253 - rating_2,253 - rating_3,253 - rating_4,253 - rating_5,253 - rating_12,234 - personal_1,234 - personal_2,234 - personal_3,234 - user query,234 - rating_12,234 - rating_13,234 - rating_14,234 - rating_15,234 - rating_16,234 - rating_17,283 - personal_1,283 - personal_2,283 - personal_3,283 - user query,283 - rating_1,283 - rating_2,283 - rating_3,283 - rating_4,283 - rating_5,283 - rating_12,Random ID,mistakes
2022-02-11 00:27:01,2022-02-11 00:37:47,0,108.161.151.123,100,645,1,2022-02-11 00:37:47,R_3kzbVZ8IbrMC1Np,,,,,32.653900146484375,-116.977294921875,anonymous,EN,1,,0,75,,3,2,4,Carpal tunnel syndrome symptoms,5,3,5,5,4,1,5,4,4,How to treat an abscess in a tooth at the back of your jaw,5,3,5,3,2,1,5,5,5,Health benefits of dark chocolate,1,4,4,5,5,5,4,4,4,where can I go for a hay ride in Pennsylvania,1,5,5,5,5,1,819046582235,1
2022-02-11 11:58:52,2022-02-11 12:07:48,0,67.189.85.120,100,535,1,2022-02-11 12:07:48,R_27paJhIlbynsjIH,,,,,46.147796630859375,-122.971099853515625,anonymous,EN,1,,0,0,,5,4,4,carpal tunnel syndrome symptoms,5,4,5,5,5,2,4,1,4,tooth ache remedies,4,4,5,4,3,1,4,4,4,dark chocolate health benefits,2,4,3,4,4,5,4,3,4,hay ride pennsylvania,4,5,4,5,5,3,144220893341,3
2022-02-11 13:51:56,2022-02-11 14:04:26,0,76.115.1.182,100,750,1,2022-02-11 14:04:27,R_1dbFogwuHPVSQqx,,,,,45.5471954345703125,-122.64170074462890625,anonymous,EN,1,,0,5,,4,3,4,carpal tunnel symptoms,5,1,2,5,3,1,4,4,4,Natural home remedies for tooth abscess,5,3,5,5,4,1,5,4,5,dark chocolate health benefits,1,4,1,3,4,1,2,2,4,PA hay ride,1,4,5,4,2,1,751472408929,0
2022-02-14 00:41:13,2022-02-14 00:45:39,0,73.37.246.213,100,265,1,2022-02-14 00:45:39,R_2ffFiE9rRXoKTbA,,,,,44.78179931640625,-93.51650238037109375,anonymous,EN,1,,0,0,,4,4,4,"Symptoms of carpal tunnel ",3,3,2,4,1,1,4,4,4,"Top treatments for abscess tooth  ",3,4,4,4,4,4,4,4,4,"Health benefits of dark chocolate ",4,5,4,4,5,3,2,2,2,"Hayrides in Pennsylvania ",1,4,4,4,4,2,449636769690,3
2022-02-14 02:29:00,2022-02-14 02:32:27,0,71.234.226.108,100,207,1,2022-02-14 02:32:28,R_2V8yGr3wUjPCt9H,,,,,42.456695556640625,-71.37470245361328125,anonymous,EN,1,,0,0,,2,2,4,"what are symptoms of carpal tunnel ",4,3,3,4,3,1,1,3,4,what is a treatment for abscess in jaw,5,4,5,4,3,1,4,3,4,does dark chocolate have any health benefits,2,3,4,5,4,1,1,3,3,"where are the best hayrides in Pennsylvania ",1,3,5,2,2,1,309528383682,0
2022-02-14 03:39:32,2022-02-14 03:44:15,0,99.12.77.50,100,283,1,2022-02-14 03:44:15,R_1FS0TiwDnyyTRbA,,,,,34.84930419921875,-82.4040985107421875,anonymous,EN,1,,0,0,,4,3,5,carpel tunnel symptoms,5,2,4,5,5,1,3,3,5,tooth abscess treatment,5,3,5,3,3,1,4,3,5,What nutrients does dark chocolate have?,2,3,4,5,5,1,4,3,4,pennsylvania hay rides,1,5,5,4,5,1,766419729660,0
2022-02-14 06:39:15,2022-02-14 06:47:18,0,109.81.209.92,100,482,1,2022-02-14 06:47:18,R_6D9wuJljVcNf4iJ,,,,,49.8491058349609375,18.2696075439453125,anonymous,EN,1,,0,0,,3,4,4,hand pain carpal tunnel symptoms,5,2,5,5,3,1,4,5,3,toothache abscesses pain how long it last,5,1,5,4,3,1,2,4,4,Scientific benefits of dark chocolate,1,4,4,5,5,1,1,3,4,Pennsylvania where to go hayride tourist,1,4,5,4,4,1,942842658772,0
2022-02-14 08:31:13,2022-02-14 08:42:52,0,96.61.18.143,100,698,1,2022-02-14 08:42:52,R_3Eu2ePJA4KqLrmj,,,,,30.7303924560546875,-81.54620361328125,anonymous,EN,1,,0,0,,4,4,4,symptoms of Carpal Tunnel Syndrome,4,1,3,5,3,1,4,4,4,How to treat an abscess tooth?,5,5,5,3,1,1,4,4,4,What are the health benefits of dark chocolate?,1,2,3,5,5,1,2,2,2,Hay ride near Pennsylvania?,1,5,5,4,4,1,173628813400,0
2022-02-14 10:55:37,2022-02-14 11:00:32,0,72.79.120.187,100,295,1,2022-02-14 11:00:32,R_31LRKvJhlp3YMEB,,,,,40.76409912109375,-74.16539764404296875,anonymous,EN,0.800000011920928955078125,,0,0,,5,5,5,symptoms of carpel tunnel syndrome,3,3,4,3,2,1,5,2,5,treatments for an abscessed tooth,5,1,5,2,1,1,5,5,5,what are the health benefits of dark chocolate,1,1,2,5,4,1,5,5,4,what places offer hay rides in PA,1,3,5,3,3,1,432526610116,4
2022-02-14 11:19:44,2022-02-14 11:26:21,0,73.225.165.65,100,396,1,2022-02-14 11:26:21,R_3fJdJrcff9pZadJ,,,,,47.7346038818359375,-122.347900390625,anonymous,EN,0.89999997615814208984375,,0,0,,4,4,4,What are the symptoms of carpal tunnel syndrome?,5,4,3,5,3,1,4,4,5,How do I treat a tooth abscess?,5,5,5,3,2,1,5,5,5,What are the health benefits of dark chocolate?,2,5,5,5,5,1,2,3,4,"Where can I find a hay ride in Pennsylvania? ",2,5,5,5,5,1,927907855575,0
2022-02-14 11:23:33,2022-02-14 11:26:54,0,173.59.41.233,100,201,1,2022-02-14 11:26:54,R_0kv9A7yxSmsuSHv,,,,,39.92059326171875,-75.1826019287109375,anonymous,EN,1,,0,0,,1,2,5,symptoms and treatment carpal tunnel syndrome CPS,3,1,3,2,2,2,1,2,5,treatments for abscess molar pain,4,4,5,4,1,1,5,5,5,dark chocolate health benefits,1,3,5,2,3,1,2,2,4,hay rides in PA,1,5,4,1,3,1,493578315572,1
2022-02-14 11:23:59,2022-02-14 11:27:41,0,71.71.214.155,100,222,1,2022-02-14 11:27:42,R_3PNdcuZ1kIfXnkx,,,,,35.2227020263671875,-80.79380035400390625,anonymous,EN,1,,0,0,,1,1,4,Information on the symptoms of carpal tunnel syndrome?,4,1,3,4,3,1,4,5,4,What treatments are available for a possible abscess.,5,4,5,2,1,1,3,5,5,What are the health benefits to eating dark chocolate?,1,1,1,5,5,1,1,1,5,What locations in Pennsylvania can you experience hayrides?,1,3,5,1,1,1,617820806615,0
2022-02-14 11:25:32,2022-02-14 11:28:56,0,70.171.9.199,100,204,1,2022-02-14 11:28:57,R_2rAraKSwTcB98qk,,,,,29.613800048828125,-82.3860015869140625,anonymous,EN,1,,0,0,,5,5,5,carpel tunnel syndrome symptoms,5,1,4,5,2,1,1,3,5,abscess treatments,5,5,5,1,1,1,5,5,5,dark chocolate health benefits,1,1,5,5,5,5,3,5,5,hay ride pennsylvania,1,5,5,5,5,1,189923704648,1
2022-02-14 11:24:41,2022-02-14 11:29:02,0,173.47.178.180,100,261,1,2022-02-14 11:29:03,R_ulgLdoD1u4z29Ut,,,,,35.027496337890625,-99.08489990234375,anonymous,EN,1,,0,20,,5,5,5,Please list the best Dr. for carpel tunnel treatment.,4,3,3,5,3,1,5,5,5,A good dentist for abscess treatment.,4,4,4,4,5,2,5,4,5,Is dark chocolate actually healthy?,3,4,4,5,5,5,5,5,5,How to book a Pennsylvania hayride.,2,5,5,5,4,2,904937979159,3
2022-02-14 11:26:12,2022-02-14 11:29:31,0,65.25.90.80,100,199,1,2022-02-14 11:29:32,R_32VfWcsQfBJ37ec,,,,,41.3721923828125,-82.10870361328125,anonymous,EN,0.89999997615814208984375,,0,0,,4,3,5,"Carpel tunnel symptoms ",5,5,4,4,5,1,5,5,5,Treatments for tooth abscess,5,4,5,5,4,1,3,5,4,"Health benefits of dark chocolate ",3,3,3,5,5,1,2,2,5,"Hayrides in Pennsylvania ",1,5,5,5,5,1,650935897859,0
2022-02-14 11:26:58,2022-02-14 11:30:12,0,99.2.65.40,100,194,1,2022-02-14 11:30:13,R_Y5C8Atk5Z7q5zY5,,,,,30.2754974365234375,-81.5814971923828125,anonymous,EN,1,,0,0,,3,3,4,Common symptoms of carpal tunnel syndrome?,4,1,4,4,4,4,3,3,4,Home treatments for abscess in jaw?,5,4,5,4,4,1,3,3,4,Nutrition facts and benefits of dark chocolate?,1,5,5,5,5,1,3,3,4,Where can you find hay rides in Pennsylvania?,1,5,5,5,5,1,275083848834,1
2022-02-14 11:27:29,2022-02-14 11:30:27,0,66.190.98.245,100,178,1,2022-02-14 11:30:27,R_9ozmjxcHiy6bQwp,,,,,32.782196044921875,-97.4969024658203125,anonymous,EN,1,,0,0,,4,2,4,carpal tunnel symptoms,3,3,4,5,3,1,2,2,4,available treatments for abscess tooth,5,5,5,4,1,,1,4,5,what are the health benefits of dark chocolate?,1,2,3,4,4,1,1,1,5,find hayrides in pennsylvania,1,5,5,3,4,1,716514250123,1
2022-02-14 11:25:01,2022-02-14 11:30:40,0,24.95.181.46,100,338,1,2022-02-14 11:30:40,R_20TMZaXYoJOau6f,,,,,38.473602294921875,-82.64129638671875,anonymous,EN,1,,0,0,,4,4,4,What are the symptoms of carpal tunnel syndrome,4,3,5,5,4,2,5,4,4,treatment for jaw pain caused by tooth abscess,5,4,5,4,3,1,4,5,5,What are the health benefits of eating dark chocolate,2,4,4,5,5,1,4,4,4,Pennsylvania tourist hay rides,1,4,5,4,4,1,639329347037,1
2022-02-14 11:27:48,2022-02-14 11:31:03,0,173.80.212.22,100,194,1,2022-02-14 11:31:03,R_2t6dsRQYpv1k214,,,,,37.847900390625,-81.99610137939453125,anonymous,EN,1,,0,0,,4,5,4,what are symptoms of carpel tunnel,5,1,5,5,5,5,4,3,3,what are symptoms of a tooth abscess,5,5,5,5,4,1,4,4,4,is dark chocolate healthy,0,5,5,5,5,5,3,4,4,best place to go on a hay ride in pennsylvania,1,5,5,5,5,1,128320171358,2
2022-02-14 11:22:17,2022-02-14 11:31:49,0,80.7.185.114,100,572,1,2022-02-14 11:31:50,R_1luCVp37QjqhnpS,,,,,52.193206787109375,0.1425933837890625,anonymous,EN,1,,0,0,,4,5,5,carpal tunnel syndrome symptoms,5,2,4,4,3,1,4,4,4,tooth abscess symptoms and treatment,5,4,5,3,3,1,4,4,5,dark chocolate health benefits,1,2,4,4,5,1,1,3,4,hay rides in Pennsylvania,1,4,3,5,4,1,597752541396,0
2022-02-14 11:27:47,2022-02-14 11:32:31,0,67.253.21.12,100,284,1,2022-02-14 11:32:32,R_1l9W4wQ9BEYx7pt,,,,,44.2115020751953125,-69.0735015869140625,anonymous,EN,0.89999997615814208984375,,0,0,,4,4,5,carpal tunnel syndrome symptoms,4,2,3,5,3,1,4,5,5,remedies treatment for tooth abscess,5,1,5,3,2,1,5,5,5,health benefits dark chocolate,1,2,3,2,3,5,2,5,5,Hay rides in Pennsylvania,1,5,4,4,5,1,381111854501,1
2022-02-14 11:29:33,2022-02-14 11:33:09,0,207.180.15.34,100,216,1,2022-02-14 11:33:11,R_3NSowSbkJhQfYvn,,,,,40.9185943603515625,-73.86190032958984375,anonymous,EN,1,,0,0,,5,4,3,google,5,4,4,4,4,5,5,4,5,I thought,4,4,4,3,4,5,3,4,5,Healthy foods,4,5,4,4,4,4,4,5,4,CNN News,4,3,5,4,4,5,539906344981,4
