CW12|201-4|UQV100.001|slider-8792|9|4.390909091|1	what is the raspberry pi, what's the price and what can it compare to
CW12|201-4|UQV100.001|textBox-7350|6|4.390909091|1	what's the price raspberry pi pc
CW12|202-1|UQV100.002|textBox-5247|1|2.504587156|1	does the uss carl vinson have a official homepage
CW12|202-1|UQV100.002|textBox-6674|2|2.504587156|1	home page for uss carl vinson
CW12|202-1|UQV100.002|textBox-5158|1|2.504587156|1	home page of uss carl vincent
CW12|202-1|UQV100.002|textBox-2339|1|2.504587156|2	home page of uss carl vinson
CW12|202-1|UQV100.002|textBox-2309|3|2.504587156|1	home page uss carl vinson
CW12|202-1|UQV100.002|slider-9993|1|2.504587156|1	homepage uss carl vinson
CW12|202-1|UQV100.002|slider-9410|0|2.504587156|2	official home page of the uss carl vinson
CW12|202-1|UQV100.002|textBox-5858|1|2.504587156|2	official home page of uss carl vinson
CW12|202-1|UQV100.002|textBox-4060|2|2.504587156|1	official homepage for 'uss carl vinson
CW12|202-1|UQV100.002|slider-8725|0|2.504587156|1	official page for uss carl vinson
CW12|202-1|UQV100.002|textBox-5399|0|2.504587156|3	official page of uss carl vinson
CW12|202-1|UQV100.002|slider-9854|0|2.504587156|1	official site for uss carl vinson
CW12|202-1|UQV100.002|slider-9374|3|2.504587156|1	official uss carl vinson home page
CW12|202-1|UQV100.002|textBox-1439|1|2.504587156|1	official web page for uss carl vinson
CW12|202-1|UQV100.002|textBox-5726|2|2.504587156|1	official web page of uss carl vinson
CW12|202-1|UQV100.002|slider-9412|17|2.504587156|1	official webpage for uss carl vinson
CW12|202-1|UQV100.002|slider-9743|1|2.504587156|1	official website uss carl vinson
CW12|202-1|UQV100.002|slider-9387|4|2.504587156|1	the official homepage of the ship "uss carl vinson"
CW12|202-1|UQV100.002|textBox-1435|0|2.504587156|22	uss carl vinson
CW12|202-1|UQV100.002|textBox-5878|2|2.504587156|1	uss carl vinson home
CW12|202-1|UQV100.002|slider-8960|1|2.504587156|9	uss carl vinson home page
CW12|202-1|UQV100.002|textBox-1518|10|2.504587156|1	uss carl vinson news
CW12|202-1|UQV100.002|textBox-8421|1|2.504587156|1	uss carl vinson official
CW12|202-1|UQV100.002|textBox-2572|1|2.504587156|10	uss carl vinson official home page
CW12|202-1|UQV100.002|textBox-2611|1|2.504587156|3	uss carl vinson official homepage
CW12|202-1|UQV100.002|slider-9006|0|2.504587156|6	uss carl vinson official page
CW12|202-1|UQV100.002|textBox-5136|1|2.504587156|3	uss carl vinson official site
CW12|202-1|UQV100.002|textBox-6631|5|2.504587156|1	uss carl vinson official web
CW12|202-1|UQV100.002|textBox-8425|1|2.504587156|2	uss carl vinson official web page
CW12|202-1|UQV100.002|textBox-7017|5|2.504587156|1	uss carl vinson official webpage
CW12|202-1|UQV100.002|slider-8760|0|2.504587156|12	uss carl vinson official website
CW12|202-1|UQV100.002|textBox-2007|10|2.504587156|1	uss carl vinson web
CW12|202-1|UQV100.002|slider-9981|0|2.504587156|6	uss carl vinson website
CW12|202-1|UQV100.002|textBox-2753|4|2.504587156|1	uss carl vinson website info
CW12|202-1|UQV100.002|textBox-2743|1|2.504587156|1	uss carl vinson websites
CW12|202-1|UQV100.002|textBox-5688|1|2.504587156|1	uss carl vinson wiki
CW12|202-1|UQV100.002|slider-9627|2|2.504587156|1	website for uss carl vinson
CW12|202-1|UQV100.002|textBox-4857|10|2.504587156|1	what is the homepage of the uss carl vinson
CW12|202-1|UQV100.002|textBox-3229|1|2.504587156|1	who is uss carl vinson
CW12|202-1|UQV100.002|textBox-7350|6|2.504587156|1	who's uss carl vinson
CW12|203-0|UQV100.003|slider-9387|7|3.878504673|1	a list of viewer reviews for the movie les miserables
CW12|203-0|UQV100.003|textBox-7967|3|3.878504673|1	about les miserables
CW12|203-0|UQV100.003|textBox-8344|4|3.878504673|1	i would like to know more about the movie wretched
CW12|203-0|UQV100.003|textBox-7743|3|3.878504673|1	les mis movie
CW12|203-0|UQV100.003|slider-8958|10|3.878504673|1	les mis reviews
CW12|203-0|UQV100.003|textBox-1723|1|3.878504673|4	les miserables
CW12|203-0|UQV100.003|slider-9147|2|3.878504673|1	les miserables 2012 reviews
CW12|203-0|UQV100.003|textBox-1292|3|3.878504673|1	les miserables current tour reviews
CW12|203-0|UQV100.003|textBox-3559|1|3.878504673|2	les miserables film review
CW12|203-0|UQV100.003|textBox-6946|1|3.878504673|2	les miserables film reviews
CW12|203-0|UQV100.003|textBox-6413|7|3.878504673|1	les miserables imdb
CW12|203-0|UQV100.003|textBox-4010|2|3.878504673|4	les miserables movie
CW12|203-0|UQV100.003|textBox-2264|1|3.878504673|7	les miserables movie review
CW12|203-0|UQV100.003|textBox-4548|1|3.878504673|1	"les miserables" movie reviews
CW12|203-0|UQV100.003|textBox-8295|1|3.878504673|7	les miserables movie reviews
CW12|203-0|UQV100.003|textBox-2564|1|3.878504673|1	les miserables musical
CW12|203-0|UQV100.003|textBox-3467|1|3.878504673|14	les miserables review
CW12|203-0|UQV100.003|textBox-7111|1|3.878504673|1	les miserables review recent
CW12|203-0|UQV100.003|textBox-1756|0|3.878504673|26	les miserables reviews
CW12|203-0|UQV100.003|textBox-6669|1|3.878504673|2	"les miserables" reviews
CW12|203-0|UQV100.003|textBox-3763|4|3.878504673|1	les miserables show review
CW12|203-0|UQV100.003|textBox-5597|3|3.878504673|1	les miserables the movie
CW12|203-0|UQV100.003|textBox-8250|5|3.878504673|1	movie "les miserables"
CW12|203-0|UQV100.003|textBox-1976|4|3.878504673|2	movie reviews les miserables
CW12|203-0|UQV100.003|slider-9952|1|3.878504673|1	movie reviews for les miserables
CW12|203-0|UQV100.003|textBox-5606|2|3.878504673|1	online reviews for the movie les miserables
CW12|203-0|UQV100.003|slider-9627|4|3.878504673|1	online reviews of les miserables movie
CW12|203-0|UQV100.003|slider-8792|6|3.878504673|1	reviews and ratings for "les miserables"
CW12|203-0|UQV100.003|textBox-1872|1|3.878504673|5	reviews for les miserables
CW12|203-0|UQV100.003|textBox-7823|1|3.878504673|1	reviews for les miserables movie
CW12|203-0|UQV100.003|textBox-6129|3|3.878504673|2	reviews les miserables
CW12|203-0|UQV100.003|slider-9207|10|3.878504673|1	reviews les miserables film
CW12|203-0|UQV100.003|textBox-5985|3|3.878504673|1	reviews of "les miserables"
CW12|203-0|UQV100.003|textBox-4911|1|3.878504673|1	reviews of `les miserables``
CW12|203-0|UQV100.003|slider-8646|2|3.878504673|2	reviews of les miserables
CW12|203-0|UQV100.003|textBox-4717|4|3.878504673|1	reviews of les miserables movie
CW12|203-0|UQV100.003|slider-9993|5|3.878504673|1	reviews of the movie "les miserables"
CW12|203-0|UQV100.003|slider-9410|1|3.878504673|1	reviews of the movie les miserables
CW12|203-0|UQV100.003|textBox-5635|4|3.878504673|1	reviews on les miserables
CW12|203-0|UQV100.003|slider-8725|5|3.878504673|1	summary of the movie les miserables
CW12|203-0|UQV100.003|textBox-7317|1|3.878504673|1	synopsis les miserables
CW12|204-0|UQV100.004|slider-9467|5|3.962962963|1	beginner golf
CW12|204-0|UQV100.004|textBox-6987|1|3.962962963|1	golf rules of the game
CW12|204-0|UQV100.004|textBox-7403|5|3.962962963|1	golf for beginner
CW12|204-0|UQV100.004|textBox-7316|6|3.962962963|1	golf for beginners
CW12|204-0|UQV100.004|slider-9006|1|3.962962963|2	golf game rules
CW12|204-0|UQV100.004|textBox-1823|4|3.962962963|1	golf ground rules
CW12|204-0|UQV100.004|textBox-6441|3|3.962962963|1	golf lessons
CW12|204-0|UQV100.004|textBox-6283|1|3.962962963|1	golf playing rules
CW12|204-0|UQV100.004|textBox-7506|2|3.962962963|1	golf rule
CW12|204-0|UQV100.004|slider-9854|1|3.962962963|19	golf rules
CW12|204-0|UQV100.004|slider-8950|5|3.962962963|2	golf rules for beginners
CW12|204-0|UQV100.004|textBox-1756|0|3.962962963|1	golf training/instruction
CW12|204-0|UQV100.004|textBox-1388|5|3.962962963|1	how to learn to play golf
CW12|204-0|UQV100.004|textBox-6669|0|3.962962963|10	how to play golf
CW12|204-0|UQV100.004|textBox-6129|3|3.962962963|1	how to play golf the rules
CW12|204-0|UQV100.004|textBox-2037|10|3.962962963|1	learn golf
CW12|204-0|UQV100.004|textBox-1814|10|3.962962963|1	learn to golf for the complete idiot
CW12|204-0|UQV100.004|slider-9120|40|3.962962963|1	learning the game of golf and the rules
CW12|204-0|UQV100.004|textBox-8250|5|3.962962963|1	like playing golf
CW12|204-0|UQV100.004|textBox-8412|1|3.962962963|1	overview of golf for beginners
CW12|204-0|UQV100.004|textBox-1188|1|3.962962963|1	pga
CW12|204-0|UQV100.004|textBox-5977|5|3.962962963|1	pga golf game rules
CW12|204-0|UQV100.004|textBox-7317|1|3.962962963|4	pga golf rules
CW12|204-0|UQV100.004|textBox-2140|3|3.962962963|2	pga rules
CW12|204-0|UQV100.004|textBox-2796|2|3.962962963|1	pga standard golf rules
CW12|204-0|UQV100.004|textBox-4291|5|3.962962963|1	pga-standard golf
CW12|204-0|UQV100.004|textBox-8147|1|3.962962963|1	pga-standard golf rules
CW12|204-0|UQV100.004|textBox-1723|1|3.962962963|1	rules for golf
CW12|204-0|UQV100.004|textBox-1976|4|3.962962963|1	rules for golf pga standard course
CW12|204-0|UQV100.004|textBox-6455|1|3.962962963|1	rules for playing golf
CW12|204-0|UQV100.004|slider-9207|0|3.962962963|27	rules of golf
CW12|204-0|UQV100.004|textBox-5985|2|3.962962963|1	rules of golf for the beginner
CW12|204-0|UQV100.004|textBox-2326|2|3.962962963|2	rules of golfing
CW12|204-0|UQV100.004|slider-9410|1|3.962962963|3	rules of pga golf
CW12|204-0|UQV100.004|textBox-5635|2|3.962962963|1	rules of playing golf
CW12|204-0|UQV100.004|slider-9993|2|3.962962963|1	rules of the game of golf
CW12|204-0|UQV100.004|slider-9147|5|3.962962963|1	standard golf rules
CW12|204-0|UQV100.004|slider-9387|2|3.962962963|1	the complete of rules for the game of golf according to the usga
CW12|204-0|UQV100.004|textBox-2364|1|3.962962963|1	the rules of golf
CW12|204-0|UQV100.004|slider-8760|1|3.962962963|1	usga rules of golf
CW12|204-0|UQV100.004|textBox-5606|2|3.962962963|1	what are the rules in playing golf
CW12|204-0|UQV100.004|slider-9627|5|3.962962963|3	what are the rules of golf
CW12|204-0|UQV100.004|slider-9035|17|3.962962963|1	what are the rules of golf are
CW12|204-0|UQV100.004|textBox-4911|1|3.962962963|1	what are the rules of playing golf
CW12|205-0|UQV100.005|textBox-6720|1|4.825688073|1	1 average usa individual gives each year in donations
CW12|205-0|UQV100.005|textBox-4035|20|4.825688073|1	avera usa charitable donations
CW12|205-0|UQV100.005|slider-8960|2|4.825688073|1	average american donation yearly amount
CW12|205-0|UQV100.005|textBox-8077|3|4.825688073|1	average american individual donations
CW12|205-0|UQV100.005|textBox-8561|1|4.825688073|1	average american spends on charity donations
CW12|205-0|UQV100.005|textBox-2992|2|4.825688073|1	average amount americans give each year in donations
CW12|205-0|UQV100.005|textBox-6674|4|4.825688073|1	average amount donated to charity by americans
CW12|205-0|UQV100.005|textBox-6035|1|4.825688073|1	average amount usa individual gives each year in donations
CW12|205-0|UQV100.005|textBox-1711|3|4.825688073|1	average charitable donation by us citizens
CW12|205-0|UQV100.005|textBox-5526|5|4.825688073|1	average charitable donation each individual gives each year
CW12|205-0|UQV100.005|textBox-7061|1|4.825688073|2	average charitable donation us
CW12|205-0|UQV100.005|textBox-8288|2|4.825688073|1	average charitable donations
CW12|205-0|UQV100.005|textBox-5188|1|4.825688073|1	average charitable donations per adult in us
CW12|205-0|UQV100.005|textBox-1870|1|4.825688073|1	average charitable donations us
CW12|205-0|UQV100.005|textBox-6129|3|4.825688073|1	average charity donation given by person usa
CW12|205-0|UQV100.005|textBox-6598|1|4.825688073|1	average charity donation in us
CW12|205-0|UQV100.005|textBox-8421|3|4.825688073|1	average charity donation usa
CW12|205-0|UQV100.005|slider-9987|2|4.825688073|1	average charity donation usa citizens
CW12|205-0|UQV100.005|slider-8958|8|4.825688073|1	average charity donations
CW12|205-0|UQV100.005|textBox-3616|6|4.825688073|1	average charity donations us individual
CW12|205-0|UQV100.005|textBox-4560|2|4.825688073|1	average charity us donation
CW12|205-0|UQV100.005|slider-9743|5|4.825688073|1	average donation made by us citizen annually
CW12|205-0|UQV100.005|textBox-7337|1|4.825688073|1	average donation of usa individual in a year
CW12|205-0|UQV100.005|textBox-2572|1|4.825688073|1	average donation per person in usa to charity
CW12|205-0|UQV100.005|textBox-3199|2|4.825688073|1	average donation per year for us individual
CW12|205-0|UQV100.005|textBox-6346|4|4.825688073|1	average donation to charity by us individual
CW12|205-0|UQV100.005|textBox-5320|3|4.825688073|1	average donations amount of usa individual
CW12|205-0|UQV100.005|textBox-6263|5|4.825688073|1	average donations given by american
CW12|205-0|UQV100.005|slider-9819|4|4.825688073|1	average donations given per family in us
CW12|205-0|UQV100.005|slider-9854|3|4.825688073|1	average donations per usa individual
CW12|205-0|UQV100.005|textBox-8309|3|4.825688073|1	average donations per year in u.s
CW12|205-0|UQV100.005|textBox-8197|4|4.825688073|1	average donations to charity usa
CW12|205-0|UQV100.005|textBox-7017|5|4.825688073|1	average in usa donations
CW12|205-0|UQV100.005|slider-9971|4|4.825688073|1	average individual charitable donation in the us
CW12|205-0|UQV100.005|textBox-5878|2|4.825688073|1	average individual donation charity usa
CW12|205-0|UQV100.005|slider-9410|0|4.825688073|1	average individual donation in usa
CW12|205-0|UQV100.005|textBox-6826|1|4.825688073|1	average individual donations amount usa
CW12|205-0|UQV100.005|textBox-6195|7|4.825688073|1	average individual donations in usa
CW12|205-0|UQV100.005|textBox-2309|4|4.825688073|1	average per capita us charity donations
CW12|205-0|UQV100.005|slider-9207|4|4.825688073|1	average us charitable donations
CW12|205-0|UQV100.005|textBox-2222|1|4.825688073|1	average us charity donation per person
CW12|205-0|UQV100.005|textBox-7592|2|4.825688073|1	average us citizen charitable donation amounts
CW12|205-0|UQV100.005|slider-9981|3|4.825688073|1	average us citizen charity donations
CW12|205-0|UQV100.005|textBox-4665|5|4.825688073|1	average us donations annual
CW12|205-0|UQV100.005|textBox-2074|3|4.825688073|1	average usa charity contributions
CW12|205-0|UQV100.005|textBox-5455|1|4.825688073|1	average usa citizen donations
CW12|205-0|UQV100.005|slider-9729|3|4.825688073|1	average usa donation
CW12|205-0|UQV100.005|textBox-5989|3|4.825688073|1	average usa donations per year
CW12|205-0|UQV100.005|textBox-3615|2|4.825688073|2	average usa individual charity donation
CW12|205-0|UQV100.005|textBox-2961|3|4.825688073|1	average usa individual donation amounts
CW12|205-0|UQV100.005|textBox-1518|20|4.825688073|1	average usa individual donations charitable
CW12|205-0|UQV100.005|textBox-2753|6|4.825688073|1	average usa individual donations charities
CW12|205-0|UQV100.005|textBox-4939|11|4.825688073|1	average usa individual gives as donations yearly
CW12|205-0|UQV100.005|slider-9035|46|4.825688073|1	average usa individual gives each year for donations
CW12|205-0|UQV100.005|textBox-7448|1|4.825688073|1	average usa individual gives each year in donation
CW12|205-0|UQV100.005|textBox-6816|1|4.825688073|3	average usa individual gives each year in donations
CW12|205-0|UQV100.005|textBox-4258|3|4.825688073|1	average usa individual year in donations
CW12|205-0|UQV100.005|textBox-3277|2|4.825688073|1	average yearly charitable donation per individual
CW12|205-0|UQV100.005|textBox-6631|10|4.825688073|1	avg usa individual involved in donations
CW12|205-0|UQV100.005|textBox-7899|2|4.825688073|1	charitable donations
CW12|205-0|UQV100.005|textBox-6355|3|4.825688073|1	charitable giving statistics us
CW12|205-0|UQV100.005|textBox-5688|2|4.825688073|1	charity average donation
CW12|205-0|UQV100.005|slider-9540|6|4.825688073|1	charity statistics
CW12|205-0|UQV100.005|textBox-1435|0|4.825688073|1	donation amounts us citizens per year average
CW12|205-0|UQV100.005|textBox-8186|2|4.825688073|1	how much average individual donates to charity each year
CW12|205-0|UQV100.005|slider-9622|25|4.825688073|1	how much does a united states citizen give in donations
CW12|205-0|UQV100.005|slider-9650|20|4.825688073|1	how much does americans give each year in donations (average)
CW12|205-0|UQV100.005|slider-9627|12|4.825688073|1	how much does an average us person donate to charity each year
CW12|205-0|UQV100.005|textBox-5247|0|4.825688073|1	how much does the average american give each year in charity donations
CW12|205-0|UQV100.005|textBox-5241|4|4.825688073|1	how much does the average american give to charity
CW12|205-0|UQV100.005|textBox-2611|4|4.825688073|1	how much does the average u.s. citizen donate each year
CW12|205-0|UQV100.005|textBox-8025|0|4.825688073|2	how much does the average usa individual gives each year in donations
CW12|205-0|UQV100.005|slider-9412|18|4.825688073|1	how much does the usa citizen donate each year
CW12|205-0|UQV100.005|textBox-7202|8|4.825688073|1	how much is the average donation from average us individuals
CW12|205-0|UQV100.005|textBox-8425|3|4.825688073|1	how much is the average per person charitable donation per year
CW12|205-0|UQV100.005|textBox-5726|2|4.825688073|1	how much on average do americans give to charity
CW12|205-0|UQV100.005|textBox-6061|4|4.825688073|1	how much per year does a usa individual donate to charity
CW12|205-0|UQV100.005|slider-8792|13|4.825688073|1	how much should i send in for donations compared to others who donate
CW12|205-0|UQV100.005|textBox-5399|0|4.825688073|4	how much the average usa individual gives each year in donations
CW12|205-0|UQV100.005|slider-9006|1|4.825688073|1	individual charity donation per year average
CW12|205-0|UQV100.005|textBox-1606|2|4.825688073|1	statistics on donations
CW12|205-0|UQV100.005|slider-9387|3|4.825688073|1	the average amount of money donated by adult americans according to the irs
CW12|205-0|UQV100.005|slider-8760|5|4.825688073|1	us individual average annual charitable donation
CW12|205-0|UQV100.005|textBox-5161|1|4.825688073|1	usa annual average individual donations
CW12|205-0|UQV100.005|slider-8950|5|4.825688073|1	usa average donations
CW12|205-0|UQV100.005|textBox-7362|10|4.825688073|1	usa average donations per person
CW12|205-0|UQV100.005|textBox-6283|2|4.825688073|1	usa average person year donations amount
CW12|205-0|UQV100.005|textBox-7048|4|4.825688073|1	usa charities
CW12|205-0|UQV100.005|textBox-6420|3|4.825688073|1	usa individual average yearly donation
CW12|205-0|UQV100.005|textBox-2007|30|4.825688073|1	usa individual donations
CW12|205-0|UQV100.005|textBox-5858|1|4.825688073|1	what are average american donations to worthy causes
CW12|205-0|UQV100.005|slider-9993|6|4.825688073|1	what are the average us individuals donating to the medical research, homeless agencies, and international aid funds
CW12|205-0|UQV100.005|textBox-2339|2|4.825688073|1	what does the average us citizen give to charity
CW12|205-0|UQV100.005|textBox-5158|1|4.825688073|1	what is average charitable donation in the usa
CW12|205-0|UQV100.005|textBox-1439|2|4.825688073|1	what is the annual average for charitable donations given by usa individuals
CW12|205-0|UQV100.005|textBox-4857|3|4.825688073|1	what is the average american's annual donations
CW12|205-0|UQV100.005|textBox-3229|1|4.825688073|1	what is the average fund a usa individual gives
CW12|205-0|UQV100.005|slider-8725|10|4.825688073|1	what is the average that americans give to charitable organizations
CW12|205-0|UQV100.005|textBox-2337|5|4.825688073|1	what is the average that usa individuals give each year in donations
CW12|205-0|UQV100.005|textBox-7350|9|4.825688073|1	what's the annual amount of individual donations
CW12|205-0|UQV100.005|textBox-7980|8|4.825688073|1	which it is the average donation of an american per year
CW12|206-1|UQV100.006|textBox-7823|4|6.311926606|5	advantages and disadvantages of wind power
CW12|206-1|UQV100.006|slider-9819|11|6.311926606|1	advantages and disadvantages wind farms
CW12|206-1|UQV100.006|textBox-7316|6|6.311926606|1	all about wind power
CW12|206-1|UQV100.006|slider-9035|33|6.311926606|1	are placards good or bad
CW12|206-1|UQV100.006|slider-9412|20|6.311926606|1	cons of wind power
CW12|206-1|UQV100.006|slider-9971|30|6.311926606|1	disadvantages of a wind farm
CW12|206-1|UQV100.006|textBox-6562|6|6.311926606|1	disadvantages of wind farms
CW12|206-1|UQV100.006|slider-9854|1|6.311926606|3	disadvantages of wind power
CW12|206-1|UQV100.006|textBox-7317|5|6.311926606|1	engineering principles of wind turbines
CW12|206-1|UQV100.006|textBox-1756|0|6.311926606|1	farming and wind power
CW12|206-1|UQV100.006|textBox-7202|7|6.311926606|1	information about wind power
CW12|206-1|UQV100.006|textBox-4328|2|6.311926606|1	is wind power good
CW12|206-1|UQV100.006|textBox-1188|1|6.311926606|1	local farms
CW12|206-1|UQV100.006|textBox-2111|6|6.311926606|1	negative effects of using wind power
CW12|206-1|UQV100.006|textBox-2563|3|6.311926606|1	negatives of wind farms and wind power
CW12|206-1|UQV100.006|textBox-4106|6|6.311926606|1	negatives of wind power
CW12|206-1|UQV100.006|textBox-6596|8|6.311926606|1	pros and cons of a wind farm
CW12|206-1|UQV100.006|textBox-4297|1|6.311926606|1	pros and cons of alternative energy
CW12|206-1|UQV100.006|textBox-7743|3|6.311926606|3	pros and cons of wind energy
CW12|206-1|UQV100.006|textBox-5977|20|6.311926606|1	pros and cons of wind farm
CW12|206-1|UQV100.006|textBox-8186|1|6.311926606|5	pros and cons of wind farms
CW12|206-1|UQV100.006|textBox-4911|1|6.311926606|9	pros and cons of wind power
CW12|206-1|UQV100.006|textBox-2550|5|6.311926606|1	pros and cons of wind power and wind farms
CW12|206-1|UQV100.006|slider-9743|5|6.311926606|1	pros and cons of windmills
CW12|206-1|UQV100.006|textBox-2201|3|6.311926606|1	the advantage of wind power
CW12|206-1|UQV100.006|slider-9387|5|6.311926606|1	the advantages and disadvantages to building wind farms on hills
CW12|206-1|UQV100.006|textBox-7648|1|6.311926606|1	the disadvantages of wind power farms
CW12|206-1|UQV100.006|textBox-1814|10|6.311926606|1	the downside of windmill power
CW12|206-1|UQV100.006|textBox-2264|1|6.311926606|1	the pros and cons about wind energy
CW12|206-1|UQV100.006|slider-9987|5|6.311926606|1	the pros and cons of wind farms
CW12|206-1|UQV100.006|textBox-7967|2|6.311926606|1	the wind power
CW12|206-1|UQV100.006|slider-8725|25|6.311926606|1	what are the cons of wind power
CW12|206-1|UQV100.006|slider-9993|0|6.311926606|1	what are the disadvantages of building a wind farm near local farmland
CW12|206-1|UQV100.006|textBox-8538|2|6.311926606|1	what are the downsides to wind farms
CW12|206-1|UQV100.006|textBox-5606|2|6.311926606|1	what are the pro's and con's of wind farms
CW12|206-1|UQV100.006|textBox-6681|2|6.311926606|1	wind energy and wind turbines
CW12|206-1|UQV100.006|textBox-6247|10|6.311926606|1	wind farm
CW12|206-1|UQV100.006|textBox-2037|10|6.311926606|1	wind farm advantages
CW12|206-1|UQV100.006|textBox-1199|4|6.311926606|1	wind farm advantages and disadvantages
CW12|206-1|UQV100.006|textBox-7436|15|6.311926606|1	wind farm benefits and issues
CW12|206-1|UQV100.006|textBox-5173|4|6.311926606|1	wind farm cons
CW12|206-1|UQV100.006|textBox-7403|5|6.311926606|1	wind farm disadvantages
CW12|206-1|UQV100.006|textBox-3763|10|6.311926606|1	wind farm drawbacks
CW12|206-1|UQV100.006|textBox-1823|6|6.311926606|1	wind farm harming agriculture
CW12|206-1|UQV100.006|textBox-6987|1|6.311926606|3	wind farm pros cons
CW12|206-1|UQV100.006|textBox-3561|1|6.311926606|5	wind farm pros and cons
CW12|206-1|UQV100.006|textBox-2753|12|6.311926606|1	wind farm pros and cons on your property
CW12|206-1|UQV100.006|textBox-4717|3|6.311926606|1	wind farm, pros and cons
CW12|206-1|UQV100.006|textBox-5985|3|6.311926606|1	wind farms pros and cons
CW12|206-1|UQV100.006|textBox-1723|1|6.311926606|6	wind power
CW12|206-1|UQV100.006|textBox-1388|5|6.311926606|1	wind power advantages
CW12|206-1|UQV100.006|textBox-7023|3|6.311926606|2	wind power advantages and disadvantages
CW12|206-1|UQV100.006|textBox-8412|3|6.311926606|1	wind power concerns
