rid,method,duration,wid,batch,order,log_duration,norm_time
93026743906,Ranking,186,A1ATL3G98SFW4V,red,1.0,5.225746673713202,9070466.40819639
424018892273,Rating,330,A1BFA82J9Q1CLA,green,1.0,5.799092654460526,27176263.645912234
68409450962,Ranking,635,A1BYP5OP3OZUZH,blue,1.0,6.453624998892692,105718546.00083804
35172593358,Ranking,343,A1BZNPQ0H7ZSER,green,1.0,5.8377304471659395,30845511.11278452
14107062271,Ranking,211,A1CB72B51L7TKE,red,1.0,5.351858133476067,10418680.869575528
24355533618,Ranking,235,A1CH3TODZNQCES,green,1.0,5.459585514144159,13121876.718076032
202855905005,Rating,169,A1DMXEJGJY02E1,green,1.0,5.1298987149230735,5955283.9350855015
29515010323,Ranking,508,A1E235KE3CSO7H,red,1.0,6.230481447578482,67659869.44053623
81014328005,Ranking,267,A1E7H04DK5HXDL,blue,1.0,5.58724865840025,17643399.90050938
418493978609,Rating,134,A1EN3FW93BSXQQ,red,1.0,4.897839799950911,4530979.720880852
80090468309,Ranking,464,A1FA3QRISJ1RIP,red,1.0,6.139884552226255,42558307.63979272
927907855575,Rating,396,A1FVXS8IM5QYO8,red,1.0,5.981414211254481,39133819.650113635
94294920470,Ranking,654,A1FWICEOA9SNCB,red,1.0,6.483107351457199,112139658.06012636
753089417400,Rating,126,A1G187YBG0DVMQ,red,1.0,4.836281906951478,3415977.176130171
905644340161,Rating,336,A1H198MRIM37T1,blue,1.0,5.817111159963204,30584546.522127755
26939971002,Ranking,354,A1H7XQCN2TQJM7,green,1.0,5.869296913133774,25422823.57204511
80033374431,Ranking,245,A1HK32MD7F0B7F,green,1.0,5.501258210544727,14649858.78416401
12734195590,Ranking,286,A1I0DV4B4MFQCL,red,1.0,5.655991810819852,21445481.278900187
309528383682,Rating,207,A1I8VAUT4V90YR,red,1.0,5.332718793265369,10208711.39735181
98828826446,Ranking,437,A1JI19KPIVNL3Y,green,1.0,6.07993319509559,40937194.62176643
947212223056,Rating,224,A1JO6AY55FG7QU,blue,1.0,5.4116460518550396,13645036.85966731
78819320569,Ranking,367,A1JTIHM006U9WM,green,1.0,5.905361848054571,26377511.02854499
525537035055,Rating,235,A1JVO7FLPATHUB,blue,1.0,5.459585514144159,13781534.984807221
853913585119,Rating,214,A1KZ0KE93WNN5O,blue,1.0,5.365976015021851,10996366.623694016
98505885568,Ranking,348,A1MAAPY9K1G1YR,blue,1.0,5.8522024797744745,31751351.714019395
84516558765,Ranking,193,A1MJVTR0PCKBWW,green,1.0,5.262690188904886,9689837.520298027
90537698385,Ranking,197,A1NIKHUA79SWGD,green,1.0,5.2832037287379885,8406735.672872858
53825209026,Ranking,296,A1NM9PXZDCCQ1E,red,1.0,5.69035945432406,19301490.390355673
877752216882,Rating,587,A1O57XVTTB1PNZ,blue,1.0,6.375024819828097,76696837.99401462
649698663782,Rating,403,A1OM5NWYYYJKQW,green,1.0,5.998936561946683,40529566.5975111
571066588442,Rating,386,A1OWM3QO7QAKBN,blue,1.0,5.955837369464831,27558330.331385314
26671472848,Ranking,191,A1P6LFEAY9MWAY,blue,1.0,5.25227342804663,8447864.044322737
58266234148,Ranking,399,A1PBFDQR599N3K,green,1.0,5.988961416889864,41739719.11929921
419131372892,Rating,198,A1Q56N80RJLQ7S,red,1.0,5.288267030694535,11758249.446103727
679426052118,Rating,674,A1Q6VY3C3CEOA0,blue,1.0,6.513230110912307,100885965.15832654
337219668808,Rating,218,A1QEQOI98976S0,blue,1.0,5.384495062789089,10836331.985600388
510288039990,Rating,242,A1SISJL5ST2PWH,blue,1.0,5.488937726156687,14614790.67180168
276433286000,Rating,184,A1SWV4X4PD25S1,red,1.0,5.214935757608986,8448848.319522548
77160508823,Ranking,155,A1T9BJRS4IL8VQ,red,1.0,5.043425116919247,5126810.825180439
56428193612,Ranking,341,A1V7M45EFSZCJ1,green,1.0,5.831882477283517,25476955.075821403
85698543381,Ranking,316,A1VMPZVVVZUCS4,green,1.0,5.755742213586912,16277143.440631982
182316364347,Rating,183,A1VR49TB3Q4BV8,blue,1.0,5.209486152841421,8357262.5641685575
764593960251,Rating,302,A1VVR9MA1P9HWJ,blue,1.0,5.71042701737487,21937923.694832157
613004226423,Rating,260,A1VWLIXBS4WDOD,green,1.0,5.560681631015528,16869746.762751766
11276373248,Ranking,173,A1WTUFTRMUN5IR,green,1.0,5.153291594497779,7043433.172464282
153747584274,Rating,149,A1X1SOI48T1C6E,blue,1.0,5.003946305945459,6831200.046863198
449587934208,Rating,331,A1YH2I4Y2SYAXJ,green,1.0,5.802118375377063,25901798.488347594
40815788311,Ranking,432,A1YRYQBQGQRY1Q,green,1.0,6.068425588244111,48929550.32267438
942842658772,Rating,482,A1Z3O9QS22DM8R,red,1.0,6.1779441140506,47415134.52480869
75617675480,Ranking,194,A1ZDR2UN7M92LI,green,1.0,5.267858159063328,13233338.762745814
57883484137,Ranking,366,A207IHY6GERCFO,red,1.0,5.902633333401366,35120921.44110161
70663503708,Ranking,430,A20ASMCESA51U4,red,1.0,6.063785208687608,44354382.25297872
359610182209,Rating,534,A20DUVEOH6A7KW,green,1.0,6.280395838960195,78208437.65661626
30144777284,Ranking,288,A20NJGHYKL73LC,green,1.0,5.662960480135946,17839811.117648832
976189905893,Rating,206,A21HYG0E8SK3ZZ,blue,1.0,5.327876168789581,10590008.4855641
23505705050,Ranking,267,A22ON3MIIG0IJA,green,1.0,5.58724865840025,18227608.594305567
808217158936,Rating,627,A235DXY5FJN0IW,green,1.0,6.440946540632921,98106311.76174325
28205406495,Ranking,267,A23BWWRR7J5XLS,blue,1.0,5.58724865840025,15614747.763938569
518056674930,Rating,396,A23RL1X2KB6Q34,green,1.0,5.981414211254481,28710567.87241378
770874689193,Rating,312,A25AYMSZNDW1VJ,green,1.0,5.7430031878094825,24292435.338362556
96933561086,Ranking,510,A25PFSORDO3SWQ,blue,1.0,6.234410725718371,68193673.04809451
765958483167,Rating,324,A2615YW1YERQBO,blue,1.0,5.780743515792329,26197019.765778482
506106997071,Rating,242,A26UIS59SY4NM6,green,1.0,5.488937726156687,14614790.67180168
836191022535,Rating,258,A272X64FOZFYLB,green,1.0,5.552959584921617,16611210.40703859
812543345824,Rating,308,A27O7H19C0WQ7T,green,1.0,5.730099782973574,16036561.790514011
750076787476,Rating,282,A27VK38SRSSHV3,blue,1.0,5.641907070938114,15811098.539427098
47599303745,Ranking,375,A2880Y23V0UITQ,blue,1.0,5.926926025970411,36869416.65662543
756140713463,Rating,212,A28AXX4NCWPH1F,green,1.0,5.356586274672012,11413522.336699395
513920639269,Rating,298,A28C4YC9WPNYG2,green,1.0,5.697093486505405,22161257.27099717
33103727698,Ranking,149,A28HB7240OFGEW,green,1.0,5.003946305945459,5820714.092044384
181142545025,Rating,254,A28RL79ONUXTET,green,1.0,5.537334267018537,14393302.775524883
265427616843,Rating,316,A2A6FH0F7LD9ND,red,1.0,5.755742213586912,24919311.135226943
21447170085,Ranking,250,A2AAY4VT9L71SY,green,1.0,5.521460917862246,16386407.402944658
504787833453,Rating,490,A2BABL5AHUOYC7,blue,1.0,6.194405391104672,59917547.303797185
349463741318,Rating,313,A2BUHMLNE3LUU0,blue,1.0,5.746203190540153,23410965.34300239
779688447504,Rating,155,A2CY1TSQ3KKP5Q,green,1.0,5.043425116919247,5917631.101859939
319896297506,Rating,216,A2DVV59R1CQU6T,green,1.0,5.375278407684165,11643119.895901565
87658646346,Ranking,323,A2EIQYUSCVZTML,green,1.0,5.777652323222656,27353239.967069075
61397339613,Ranking,205,A2ELXYKRPPGRPB,blue,1.0,5.3230099791384085,8854703.87768099
91630101620,Ranking,169,A2EXM21XS6NZV5,red,1.0,5.1298987149230735,7389813.078250407
41428627809,Ranking,343,A2FE0I7W269C1C,red,1.0,5.8377304471659395,29254027.142550495
902602500561,Rating,360,A2FNQQTVE32XD9,blue,1.0,5.886104031450156,22741841.043832287
435654415981,Rating,209,A2FUPODRRCESB,green,1.0,5.342334251964811,8442663.25929336
66614099501,Ranking,456,A2IEWBVCH5DAKB,red,1.0,6.1224928095143865,49870001.230451085
187501453235,Rating,439,A2IP0EIWXDWAMJ,blue,1.0,6.0844994130751715,48094000.974323824
76939266331,Ranking,176,A2IP3ZAFYGV8M9,red,1.0,5.170483995038151,8121365.691417805
518663151934,Rating,140,A2JP9IKRHNLRPI,green,1.0,4.941642422609304,4037497.9650848415
483717767358,Rating,487,A2JV461I3AIXOH,green,1.0,6.18826412308259,59186109.023300014
680626801867,Rating,341,A2KE139TQ886T3,green,1.0,5.831882477283517,22554180.20322492
81810992886,Ranking,461,A2LDVDDTFY3LQ9,red,1.0,6.133398042996649,49913240.04443675
589771178574,Rating,537,A2LR1HKNOVDTJ8,blue,1.0,6.285998094508865,50825393.73102757
50754168720,Ranking,498,A2M03MZWZDXKAJ,red,1.0,6.210600077024653,60560523.18514232
110497865802,Rating,489,A2M183CETUMR96,green,1.0,6.192362489474872,59673235.43869765
178751845401,Rating,305,A2NEFRREWF33YP,green,1.0,5.720311776607412,20311760.649574187
134995775739,Rating,330,A2NHP55T9ZX86Q,green,1.0,5.799092654460526,21285619.745926075
79020814921,Ranking,223,A2NKW6JBEM4LL4,red,1.0,5.407171771460119,12763052.559848504
47996949949,Ranking,270,A2O2Q0LVWOWJ1G,green,1.0,5.598421958998375,19113105.59479471
808127491641,Rating,306,A2OVX9UW5WANQE,green,1.0,5.723585101952381,16333650.398064405
51243100555,Ranking,338,A2PHGLSGMX3PWZ,green,1.0,5.823045895483019,26104789.951075107
284862642269,Rating,188,A2QX3YJXAAHHVV,blue,1.0,5.236441962829949,8820182.390276607
62583433750,Ranking,380,A2R28HXAEFKBPC,red,1.0,5.940171252720432,31496115.908060674
698125761258,Rating,277,A2R75YFKVALBXE,green,1.0,5.6240175061873385,21621099.176816754
233566896268,Rating,232,A2S5GPVIUV8RJI,green,1.0,5.44673737166631,13656638.04838816
71419191707,Ranking,153,A2VFEDAK5C1E1O,green,1.0,5.030437921392435,6913065.346533819
858051583194,Rating,399,A2VO8C41JJIQY9,green,1.0,5.988961416889864,28285955.74351775
815105249173,Rating,216,A2VRDE2FHCBMF8,green,1.0,5.375278407684165,11643119.895901565
766419729660,Rating,283,A2VUF0V7HT51Q3,red,1.0,5.645446897643238,15697157.767411005
806396902515,Rating,259,A2W121DQXNQK1,blue,1.0,5.556828061699537,16740229.032428294
73882007172,Ranking,358,A2YIB84VKYNKWD,red,1.0,5.8805329864007,28192089.67236323
500220879749,Rating,389,A2YTQDLACTLIBA,green,1.0,5.963579343618446,22328303.336343613
976657927897,Rating,172,A2ZRL1ZWWXJ0L7,green,1.0,5.147494476813453,7382760.180906037
755804346222,Rating,273,A2ZZW6KME1FUDU,red,1.0,5.60947179518496,23342107.547246557
932014057110,Rating,368,A314XJY8V1YL12,blue,1.0,5.908082938168931,30360702.7644724
988373623881,Rating,151,A324M5ZRHX7RUV,red,1.0,5.017279836814924,4982818.909441401
39173735929,Ranking,385,A33LYSCQQU1YDJ,green,1.0,5.953243334287785,44169413.251182735
26626279910,Ranking,204,A33QI63NVR8CUO,red,1.0,5.318119993844216,10910987.68769514
676019776589,Rating,219,A34EHWOYRBL6OZ,red,1.0,5.389071729816501,10910979.344458476
716253124922,Rating,581,A35TUIBF05DKM4,blue,1.0,6.364750756851911,84239180.28078766
527687112870,Rating,212,A36470UBRH28GO,green,1.0,5.356586274672012,11215886.072560878
68413907850,Ranking,271,A36F8PDK1DMAN1,blue,1.0,5.602118820879701,19254946.33727456
37435112330,Ranking,414,A36QGCT3MMXC4Q,blue,1.0,6.025865973825314,39135335.97497556
78575510012,Ranking,282,A36UD0YBRIWTVL,green,1.0,5.641907070938114,19160277.67733811
795217277854,Rating,331,A37WDOIQH6JM6V,green,1.0,5.802118375377063,27341217.826536242
752618331392,Rating,235,A37XBH865833FE,green,1.0,5.459585514144159,13781534.984807221
35549883628,Ranking,363,A38LEVBZ3P5F6T,green,1.0,5.8944028342648505,34547528.27325784
76018484616,Ranking,270,A39MKVROUZ1UWR,green,1.0,5.598421958998375,16381725.518734142
488226930354,Rating,188,A39S4DA571UJ1Y,red,1.0,5.236441962829949,8820182.390276607
24262444977,Ranking,378,A3AGJSGD009WMM,blue,1.0,5.934894195619588,37461686.965797566
882370213023,Rating,244,A3AJR1PM02424Y,green,1.0,5.497168225293202,15335578.793333055
233657101471,Rating,172,A3B01L2TR8ZH4O,green,1.0,5.147494476813453,6388621.629871063
97364154665,Ranking,315,A3BLJ6QSDTZC9U,green,1.0,5.752572638825633,21442550.827798728
88721007918,Ranking,419,A3CAF7LTD3ORSG,blue,1.0,6.037870919922137,46029025.121093966
810540791391,Rating,617,A3CGQOJC28OVGN,green,1.0,6.424869023905388,95001879.07344988
83020079506,Ranking,478,A3D8ZG1VV5FO35,green,1.0,6.169610732491456,56895098.012194745
40976939934,Ranking,319,A3DCXIXXYOO8QL,red,1.0,5.765191102784844,22683527.93088086
174328017933,Rating,227,A3EYRDEQ7CXUMN,green,1.0,5.424950017481403,11187274.562380822
82554628609,Ranking,232,A3F8K7ZV8AX8UR,green,1.0,5.44673737166631,11213221.74319591
805005429056,Rating,375,A3FGT6EU39C6S4,green,1.0,5.926926025970411,35093315.65846105
893638237006,Rating,170,A3FKXJVH0K2E3E,green,1.0,5.135798437050262,8015763.53073679
695835081627,Rating,191,A3G8OON0TDPN1E,red,1.0,5.25227342804663,9103923.545147134
901806097803,Rating,369,A3H1MRCHJ9TFHU,green,1.0,5.910796644040527,33979313.446198925
996030112938,Rating,500,A3HQXCWOIQKT4F,green,1.0,6.214608098422191,48307111.794929214
28817363944,Ranking,167,A3IR7DFEKLLLO,blue,1.0,5.117993812416755,7312008.2569716
57786609767,Ranking,542,A3K1P4SPR8XS7R,blue,1.0,6.295266001439646,77019785.34909825
388600173243,Rating,338,A3KP8KFGG6734Q,green,1.0,5.823045895483019,33868511.28207392
846031926502,Rating,399,A3L2XKXABNO0N5,blue,1.0,5.988961416889864,39729002.283681154
639329347037,Rating,338,A3LVLZS8S41ZD7,red,1.0,5.823045895483019,28509872.0290505
200589011958,Rating,481,A3MNL6RIME0845,green,1.0,6.175867270105761,47386211.339434125
185937756183,Rating,262,A3MUW3RCHP2BBJ,blue,1.0,5.568344503761097,17130279.538200207
42659989295,Ranking,152,A3NFGEUZAH9V5G,green,1.0,5.0238805208462765,6057464.906202139
56963964381,Ranking,164,A3O5RKGH6VB19C,blue,1.0,5.099866427824199,6776617.941193323
833989926171,Rating,458,A3P7AXWF57BHNX,blue,1.0,6.126869184114185,52347123.66777907
239914946560,Rating,456,A3PRQ2GSU42718,green,1.0,6.1224928095143865,51890941.75827744
57948679376,Ranking,304,A3QUUPHBTNW5KG,red,1.0,5.717027701406222,18876826.665946342
47788836492,Ranking,416,A3RCX3IQ8L6HHW,red,1.0,6.030685260261263,45372257.91238389
317757184267,Rating,420,A3RHJEMZ4EGY2U,red,1.0,6.040254711277414,32787912.20116073
37081445700,Ranking,183,A3S2R1NK6HZ9KP,red,1.0,5.209486152841421,8683741.38321447
625604760111,Rating,166,A3TBG0S2IEBVHU,red,1.0,5.111987788356544,6876667.7780234935
752186844218,Rating,339,A3TP7NJZHR6WZ1,blue,1.0,5.82600010738045,28678819.049144845
63311129754,Ranking,300,A3UJX60MALFMW0,green,1.0,5.703782474656201,20090865.066062614
956482484331,Rating,241,A3V2XCDF45VN9X,blue,1.0,5.484796933490655,13236874.763330843
64187163945,Ranking,268,A3V3SQCM8QGYB7,red,1.0,5.5909869805108565,18830997.20494553
55588408114,Ranking,214,A3VFA6HNMEXO9L,blue,1.0,5.365976015021851,12006910.614804039
265416315943,Rating,213,A3VL1CBZ3BGQK7,green,1.0,5.3612921657094255,10523014.868216373
70650022989,Ranking,278,A3VR1YVPW8L79A,green,1.0,5.627621113690637,20262513.755666807
60832753977,Ranking,152,A4D99Y82KOLC8,red,1.0,5.0238805208462765,5626272.747273917
37169416246,Ranking,325,A5A14MTB35J23,green,1.0,5.783825182329737,25473881.207722943
908844146155,Rating,225,A5NE8TWS8ZV7B,green,1.0,5.41610040220442,12633593.637045981
242694471986,Rating,184,A5P12YJP805RG,green,1.0,5.214935757608986,7263702.6273498265
16722889149,Ranking,361,A5T9IFDZ3W4T6,green,1.0,5.8888779583328805,32269517.333509594
869416842702,Rating,196,A5WWHKD82I8UE,green,1.0,5.278114659230517,9182345.334360603
58118986510,Ranking,383,A70TBKPGWQZO4,green,1.0,5.948034989180646,29543103.18806871
10332905116,Ranking,363,A8FUMDQFBKMXR,green,1.0,5.8944028342648505,34547528.27325784
619234352558,Rating,163,A9HQ3E0F2AGVO,red,1.0,5.093750200806762,6630359.493188636
421933276113,Rating,522,AA4O2W236E3FW,blue,1.0,6.257667587882639,67999054.39203635
95208630142,Ranking,373,ABBP9JASL9AGK,blue,1.0,5.921578419643816,36477191.60902859
76271425518,Ranking,559,ACANMPNHBVH8Y,green,1.0,6.326149473155099,81927055.5468727
67858184527,Ranking,330,ACM3TPZKLE7WC,red,1.0,5.799092654460526,28551676.258890834
16592305426,Ranking,121,ACXP8KHFX06KR,blue,1.0,4.795790545596741,3558757.9961967776
60011031627,Ranking,324,AD6QSX700SRJ1,green,1.0,5.780743515792329,27522872.056504298
751343194767,Rating,306,ADCXF6QY5T046,red,1.0,5.723585101952381,23367094.791080285
761379426415,Rating,214,ADQHGQF65JJ08,green,1.0,5.365976015021851,11428504.774363603
597752541396,Rating,572,AEQI66Y2JSY05,red,1.0,6.349138991379798,81649574.3317184
95559613076,Ranking,523,AF18OIZ0GWGP2,green,1.0,6.259581464064923,71714522.08832076
57719500039,Ranking,221,AFU00NU09CFXE,green,1.0,5.3981627015177525,12300496.00763263
438597324816,Rating,201,AGB7LZLNYF6YF,blue,1.0,5.303304908059076,8592754.054041052
283533263416,Rating,423,AGZ0KJNGENZ1J,green,1.0,6.0473721790462776,39251425.57454787
89651738596,Ranking,436,AH56J7I291XL7,green,1.0,6.077642243349034,36398731.67391997
266367976902,Rating,262,AIEKCWYZTS41V,green,1.0,5.568344503761097,18508424.410889372
214532659086,Rating,428,AIIOT9A7ARQZW,green,1.0,6.059123195581797,41102247.52099673
66792121673,Ranking,477,AIOOOO5OXWXKM,blue,1.0,6.1675164908883415,45104481.11062972
42224564114,Ranking,271,AJH2N4RI8WA6U,red,1.0,5.602118820879701,15653368.462994521
68393256873,Ranking,195,AJQGWGESKQT4Y,red,1.0,5.272999558563747,9969490.263951538
48231635149,Ranking,506,AK1Q45RF8A87Z,green,1.0,6.226536669287466,51143032.41196406
178307341132,Rating,346,AK2YUQUFZN1L6,blue,1.0,5.846438775057725,29875423.127952553
434398979134,Rating,156,AK35CJJEYFVYK,green,1.0,5.049856007249537,6073108.834590638
97147614567,Ranking,183,AKQAI78JTXXC9,blue,1.0,5.209486152841421,7344414.977809744
808769721444,Rating,315,AKR9067Q09RZS,blue,1.0,5.752572638825633,24761843.52861017
97664593339,Ranking,269,AKSLU0C30G3JT,blue,1.0,5.594711379601839,18971789.2173517
76168386279,Ranking,270,AKVDY8OXNMQED,red,1.0,5.598421958998375,17727201.10918244
39733485144,Ranking,343,AKZ1KRMTFUPRB,red,1.0,5.8377304471659395,41803744.589328915
224250209098,Rating,255,ALJ70B2J04YR7,green,1.0,5.541263545158426,13834689.63041287
525818829401,Rating,237,ALYR5CI2SM2JC,blue,1.0,5.4680601411351315,11237745.140219755
50561654740,Ranking,464,AM2KK02JXXW48,green,1.0,6.139884552226255,46104344.44982722
764150771312,Rating,501,ANWRXKAOV327E,green,1.0,6.2166061010848646,62637918.74552448
21415754272,Ranking,570,AOOLS8280CL0Z,red,1.0,6.345636360828596,85183100.24346763
456120251421,Rating,247,APDDA1Y59RHV9,green,1.0,5.5093883366279774,15224946.453383481
99612497282,Ranking,527,APRHR60T52KR9,green,1.0,6.267200548541362,70786201.37843803
68069987760,Ranking,349,APRZ7BR8C0ZMQ,green,1.0,5.855071922202427,31934092.929377012
954086482943,Rating,341,APVZGZM1RA3AZ,red,1.0,5.831882477283517,29018210.404135197
16517956876,Ranking,226,AR95C0P53AFWJ,green,1.0,5.420534999272286,13391234.312204842
255804220959,Rating,159,ARD4G7288R1JO,green,1.0,5.0689042022202315,6308935.915815496
281286385934,Rating,124,AT0COJ1G23ZB0,blue,1.0,4.820281565605037,3481410.024584714
21188394059,Ranking,265,AUB2Y2EREGBUZ,green,1.0,5.579729825986222,16611486.646255897
902837276831,Rating,256,AURYD2FH3FUOQ,blue,1.0,5.545177444479562,14918034.838877851
49009989909,Ranking,301,AV1OKX807QH9H,green,1.0,5.707110264748875,23753998.353827026
417363560362,Rating,337,AV22FQTJNBUZT,green,1.0,5.820082930352362,28341424.11388982
54868825352,Ranking,246,AVBRJBJONL47I,green,1.0,5.5053315359323625,15866237.286345612
64185936269,Ranking,437,AVMSKBK9JWV0M,green,1.0,6.07993319509559,50068733.36532703
86675851708,Ranking,158,AWVLT2L5AP873,green,1.0,5.062595033026967,6400459.289175497
610691223060,Rating,322,AX8NXTT8QMGHC,green,1.0,5.7745515455444085,18357151.63082448
775480585638,Rating,336,AXPZAP62ZYWP8,green,1.0,5.817111159963204,28173475.30366312
506562046403,Rating,541,AXY0D2AMLKE2A,red,1.0,6.293419278846481,73039265.56610869
356693205516,Rating,238,AZ69TBTDH7AZS,blue,1.0,5.472270673671475,11277536.38108974
